Course Outcomes,Institutional Outcomes,SEAL of THOMASIAN EDUCATION,Program Outcomes
ELE IVC_4,,,BC_3
ELE IVC_4,,,BC_4
ELE IVC_4,,,BC_5
ELE IVC_4,,,BC_7
ELE6_1,S1,,
ELE6_1,S3,,
ELE6_1,E1,,
ELE6_1,E2,,
ELE6_1,A1,,
ELE6_1,A2,,
ELE6_1,L1,,
ELE6_1,L2,,
ELE6_1,,S,
ELE6_1,,E,
ELE6_1,,A,
ELE6_1,,L,
ELE6_1,,,BC_1
ELE6_1,,,BC_2
ELE6_1,,,BC_3
ELE6_1,,,BC_4
ELE6_1,,,BC_6
ELE6_1,,,BC_7
ELE6_2,E1,,
ELE6_2,A1,,
ELE6_2,A2,,
ELE6_2,A3,,
ELE6_2,L1,,
ELE6_2,L2,,
ELE6_2,,E,
ELE6_2,,A,
ELE6_2,,L,
ELE6_2,,,BC_1
ELE6_2,,,BC_3
ELE6_2,,,BC_4
ELE6_2,,,BC_6
ELE6_3,S1,,
ELE6_3,S2,,
ELE6_3,E1,,
ELE6_3,E2,,
ELE6_3,A1,,
ELE6_3,A2,,
ELE6_3,L1,,
ELE6_3,L2,,
ELE6_3,,S,
ELE6_3,,E,
ELE6_3,,A,
ELE6_3,,L,
ELE6_3,,,BC_1
ELE6_3,,,BC_2
ELE6_3,,,BC_3
ELE6_3,,,BC_4
ELE6_3,,,BC_5
ELE6_3,,,BC_6
ELE6_3,,,BC_7
ELE6_4,E1,,
ELE6_4,E2,,
ELE6_4,E3,,
ELE6_4,A1,,
ELE6_4,A2,,
ELE6_4,A3,,
ELE6_4,L1,,
ELE6_4,L2,,
ELE6_4,L3,,
ELE6_4,,E,
ELE6_4,,A,
ELE6_4,,L,
ELE6_4,,,BC_1
ELE6_4,,,BC_2
ELE6_4,,,BC_3
ELE6_4,,,BC_4
ELE6_4,,,BC_5
ELE6_4,,,BC_6
ELE6_4,,,BC_7
BCM6226_1,E1,,
BCM6226_1,,E,
BCM6226_1,,,BC_6
BCM6226_2,A1,,
BCM6226_2,,A,
BCM6226_2,,,BC_3
BCM6226_3,A3,,
BCM6226_3,,A,
BCM6226_3,,,BC_7
BCM6226_4,E2,,
BCM6226_4,,E,
BCM6226_4,,,BC_2
BCM6226_4,,,BC_7
BCM6226_5,E2,,
BCM6226_5,,E,
BCM6226_5,,,BC_2
BCM6226_5,,,BC_7
BCM6226_6,S1,,
BCM6226_6,L2,,
BCM6226_6,,S,
BCM6226_6,,L,
BCM6226_6,,,BC_1
BCM6226_6,,,BC_2
BCM6226_6,,,BC_3
BCM6213_1,E1,,
BCM6213_1,E2,,
BCM6213_1,E3,,
BCM6213_1,L1,,
BCM6213_1,L2,,
BCM6213_1,L3,,
BCM6213_1,,E,
BCM6213_1,,L,
BCM6213_1,,,BC_1
BCM6213_1,,,BC_2
BCM6213_1,,,BC_6
BCM6213_1,,,BC_7
BCM6213_2,E2,,
BCM6213_2,E3,,
BCM6213_2,L1,,
BCM6213_2,L2,,
BCM6213_2,,E,
BCM6213_2,,L,
BCM6213_2,,,BC_1
BCM6213_2,,,BC_2
BCM6213_2,,,BC_7
BCM6213_3,A1,,
BCM6213_3,A2,,
BCM6213_3,A3,,
BCM6213_3,L1,,
BCM6213_3,L2,,
BCM6213_3,L3,,
BCM6213_3,,A,
BCM6213_3,,L,
BCM6213_3,,,BC_1
BCM6213_3,,,BC_3
BCM6213_3,,,BC_4
BCM6213_3,,,BC_5
BCM6213_3,,,BC_7
BCM6213_4,A2,,
BCM6213_4,A3,,
BCM6213_4,L2,,
BCM6213_4,L3,,
BCM6213_4,,A,
BCM6213_4,,L,
BCM6213_4,,,BC_1
BCM6213_4,,,BC_3
BCM6213_4,,,BC_4
BCM6213_4,,,BC_5
BCM6213_4,,,BC_7
BCM6223_1,S1,,
BCM6223_1,E2,,
BCM6223_1,,S,
BCM6223_1,,E,
BCM6223_1,,,BC_2
BCM6223_1,,,BC_7
BCM6223_2,A2,,
BCM6223_2,A3,,
BCM6223_2,,A,
BCM6223_2,,,BC_1
BCM6223_2,,,BC_2
BCM6223_2,,,BC_3
BCM6223_2,,,BC_4
BCM6223_2,,,BC_7
BCM6223_3,A1,,
BCM6223_3,L1,,
BCM6223_3,,A,
BCM6223_3,,L,
BCM6223_3,,,BC_1
BCM6223_3,,,BC_3
BCM6223_3,,,BC_4
BCM6223_4,S2,,
BCM6223_4,S3,,
BCM6223_4,E3,,
BCM6223_4,L2,,
BCM6223_4,L3,,
BCM6223_4,,S,
BCM6223_4,,E,
BCM6223_4,,L,
BCM6223_4,,,BC_1
BCM6223_4,,,BC_2
BCM6223_4,,,BC_3
BCM6223_4,,,BC_5
BCM6223_4,,,BC_7
BCM6226_1,E1,,
BCM6226_1,,E,
BCM6226_1,,,BC_6
BCM6226_2,A1,,
BCM6226_2,,A,
BCM6226_2,,,BC_3
BCM6226_3,A3,,
BCM6226_3,,A,
BCM6226_3,,,BC_7
BCM6226_4,E2,,
BCM6226_4,,E,
BCM6226_4,,,BC_2
BCM6226_4,,,BC_7
BCM6226_5,E2,,
BCM6226_5,,E,
BCM6226_5,,,BC_2
BCM6226_5,,,BC_7
BCM6226_6,S1,,
BCM6226_6,L2,,
BCM6226_6,,S,
BCM6226_6,,L,
BCM6226_6,,,BC_1
BCM6226_6,,,BC_2
BCM6226_6,,,BC_3
BCM6221_1,E2,,
BCM6221_1,A2,,
BCM6221_1,L1,,
BCM6221_1,,E,
BCM6221_1,,A,
BCM6221_1,,L,
BCM6221_1,,,BC_1
BCM6221_1,,,BC_2
BCM6221_1,,,BC_3
BCM6221_1,,,BC_4
BCM6221_1,,,BC_7
BCM6221_2,E1,,
BCM6221_2,E2,,
BCM6221_2,A1,,
BCM6221_2,A2,,
BCM6221_2,L1,,
BCM6221_2,L2,,
BCM6221_2,,E,
BCM6221_2,,A,
BCM6221_2,,L,
BCM6221_2,,,BC_1
BCM6221_2,,,BC_2
BCM6221_2,,,BC_3
BCM6221_2,,,BC_4
BCM6221_2,,,BC_6
BCM6221_2,,,BC_7
BCM6221_3,E2,,
BCM6221_3,A2,,
BCM6221_3,A3,,
BCM6221_3,L1,,
BCM6221_3,L2,,
BCM6221_3,,E,
BCM6221_3,,A,
BCM6221_3,,L,
BCM6221_3,,,BC_1
BCM6221_3,,,BC_2
BCM6221_3,,,BC_3
BCM6221_3,,,BC_4
BCM6221_3,,,BC_7
BCM6221_4,S2,,
BCM6221_4,E2,,
BCM6221_4,A1,,
BCM6221_4,A2,,
BCM6221_4,A3,,
BCM6221_4,L1,,
BCM6221_4,L3,,
BCM6221_4,,S,
BCM6221_4,,E,
BCM6221_4,,A,
BCM6221_4,,L,
BCM6221_4,,,BC_1
BCM6221_4,,,BC_2
BCM6221_4,,,BC_3
BCM6221_4,,,BC_4
BCM6221_4,,,BC_5
BCM6221_4,,,BC_7
BCM6225_1,S1,,
BCM6225_1,E1,,
BCM6225_1,E2,,
BCM6225_1,A2,,
BCM6225_1,L1,,
BCM6225_1,,S,
BCM6225_1,,E,
BCM6225_1,,A,
BCM6225_1,,L,
BCM6225_1,,,BC_1
BCM6225_1,,,BC_2
BCM6225_1,,,BC_3
BCM6225_1,,,BC_4
BCM6225_1,,,BC_6
BCM6225_1,,,BC_7
BCM6225_2,E1,,
BCM6225_2,E2,,
BCM6225_2,E3,,
BCM6225_2,A1,,
BCM6225_2,A2,,
BCM6225_2,L1,,
BCM6225_2,L3,,
BCM6225_2,,E,
BCM6225_2,,A,
BCM6225_2,,L,
BCM6225_2,,,BC_1
BCM6225_2,,,BC_2
BCM6225_2,,,BC_3
BCM6225_2,,,BC_4
BCM6225_2,,,BC_6
BCM6225_2,,,BC_7
BCM6225_3,E2,,
BCM6225_3,A1,,
BCM6225_3,A2,,
BCM6225_3,L1,,
BCM6225_3,,E,
BCM6225_3,,A,
BCM6225_3,,L,
BCM6225_3,,,BC_1
BCM6225_3,,,BC_2
BCM6225_3,,,BC_3
BCM6225_3,,,BC_4
BCM6225_3,,,BC_7
BCM6225_4,E2,,
BCM6225_4,E3,,
BCM6225_4,A1,,
BCM6225_4,A2,,
BCM6225_4,L1,,
BCM6225_4,L2,,
BCM6225_4,L3,,
BCM6225_4,,E,
BCM6225_4,,A,
BCM6225_4,,L,
BCM6225_4,,,BC_1
BCM6225_4,,,BC_2
BCM6225_4,,,BC_3
BCM6225_4,,,BC_4
BCM6225_4,,,BC_7
BCM6225_5,S2,,
BCM6225_5,E1,,
BCM6225_5,A3,,
BCM6225_5,L2,,
BCM6225_5,,S,
BCM6225_5,,E,
BCM6225_5,,A,
BCM6225_5,,L,
BCM6225_5,,,BC_1
BCM6225_5,,,BC_3
BCM6225_5,,,BC_5
BCM6225_5,,,BC_6
BCM6225_5,,,BC_7
ELE2IMT_1,E1,,
ELE2IMT_1,E2,,
ELE2IMT_1,A2,,
ELE2IMT_1,L1,,
ELE2IMT_1,,E,
ELE2IMT_1,,A,
ELE2IMT_1,,L,
ELE2IMT_1,,,BC_1
ELE2IMT_1,,,BC_2
ELE2IMT_1,,,BC_3
ELE2IMT_1,,,BC_4
ELE2IMT_1,,,BC_6
ELE2IMT_1,,,BC_7
ELE2IMT_2,E1,,
ELE2IMT_2,E2,,
ELE2IMT_2,A2,,
ELE2IMT_2,L1,,
ELE2IMT_2,L2,,
ELE2IMT_2,,E,
ELE2IMT_2,,A,
ELE2IMT_2,,L,
ELE2IMT_2,,,BC_1
ELE2IMT_2,,,BC_2
ELE2IMT_2,,,BC_3
ELE2IMT_2,,,BC_4
ELE2IMT_2,,,BC_6
ELE2IMT_2,,,BC_7
ELE2IMT_3,E2,,
ELE2IMT_3,A1,,
ELE2IMT_3,A2,,
ELE2IMT_3,L1,,
ELE2IMT_3,,E,
ELE2IMT_3,,A,
ELE2IMT_3,,L,
ELE2IMT_3,,,BC_1
ELE2IMT_3,,,BC_2
ELE2IMT_3,,,BC_3
ELE2IMT_3,,,BC_4
ELE2IMT_3,,,BC_7
ELE2IMT_4,S1,,
ELE2IMT_4,S2,,
ELE2IMT_4,E2,,
ELE2IMT_4,A1,,
ELE2IMT_4,A2,,
ELE2IMT_4,A3,,
ELE2IMT_4,L1,,
ELE2IMT_4,L2,,
ELE2IMT_4,L3,,
ELE2IMT_4,,S,
ELE2IMT_4,,E,
ELE2IMT_4,,A,
ELE2IMT_4,,L,
ELE2IMT_4,,,BC_1
ELE2IMT_4,,,BC_2
ELE2IMT_4,,,BC_3
ELE2IMT_4,,,BC_4
ELE2IMT_4,,,BC_5
ELE2IMT_4,,,BC_7
ELE2IMT_5,S1,,
ELE2IMT_5,S2,,
ELE2IMT_5,S3,,
ELE2IMT_5,E3,,
ELE2IMT_5,A3,,
ELE2IMT_5,L3,,
ELE2IMT_5,,S,
ELE2IMT_5,,E,
ELE2IMT_5,,A,
ELE2IMT_5,,L,
ELE2IMT_5,,,BC_2
ELE2IMT_5,,,BC_5
ELE2IMT_5,,,BC_7
BCM6214_1,E1,,
BCM6214_1,E2,,
BCM6214_1,E3,,
BCM6214_1,L1,,
BCM6214_1,L2,,
BCM6214_1,,E,
BCM6214_1,,L,
BCM6214_1,,,BC_1
BCM6214_1,,,BC_2
BCM6214_1,,,BC_3
BCM6214_1,,,BC_4
BCM6214_1,,,BC_6
BCM6214_1,,,BC_7
BCM6214_2,E2,,
BCM6214_2,E3,,
BCM6214_2,L1,,
BCM6214_2,L2,,
BCM6214_2,,E,
BCM6214_2,,L,
BCM6214_2,,,BC_1
BCM6214_2,,,BC_3
BCM6214_2,,,BC_4
BCM6214_2,,,BC_7
BCM6214_3,A1,,
BCM6214_3,L1,,
BCM6214_3,L2,,
BCM6214_3,,A,
BCM6214_3,,L,
BCM6214_3,,,BC_1
BCM6214_3,,,BC_3
BCM6214_3,,,BC_4
BCM6214_4,A2,,
BCM6214_4,A3,,
BCM6214_4,L2,,
BCM6214_4,L3,,
BCM6214_4,,A,
BCM6214_4,,L,
BCM6214_4,,,BC_1
BCM6214_4,,,BC_3
BCM6214_4,,,BC_4
BCM6214_4,,,BC_5
BCM6214_4,,,BC_7
BCM6214_5,A2,,
BCM6214_5,A3,,
BCM6214_5,L2,,
BCM6214_5,L3,,
BCM6214_5,,A,
BCM6214_5,,L,
BCM6214_5,,,BC_1
BCM6214_5,,,BC_3
BCM6214_5,,,BC_4
BCM6214_5,,,BC_5
BCM6214_5,,,BC_7
BCM6214_6,A2,,
BCM6214_6,,A,
BCM6214_6,,,BC_1
BCM6214_6,,,BC_3
BCM6214_6,,,BC_4
